venue_name,capacity,sport,source,city,country
Prudential Center,18711.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,Newark,USA
Crypto.com ArenaStaples Center,19067.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Benchmark International ArenaAmalie ArenaTampa Bay Times ForumSt. Pete Times ForumIce Palace,20500.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
General Motors PlaceRogers Arena,19193.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Alamodome,20557.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
San Jose ArenaSAP Center at San JoseHP Pavilion at San JoseCompaq Center at San Jose,18500.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Arrowhead Pond of AnaheimHonda CenterPond of Anaheim,18336.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Georgia Dome,71228.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Pyramid Arena,20142.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
SkyDomeRogers Centre,28708.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Amway ArenaThe Arena in OrlandoTD Waterhouse CentreOrlando Arena,17283.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Sleep Train ArenaPower Balance PavilionARCO Arena,17317.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
The Palace of Auburn Hills,22076.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Bradley CenterBMO Harris Bradley Center,18717.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Miami Arena,15200.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Charlotte Coliseum,24042.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
ARCO ArenaSacramento Sports Arena,10333.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Copps ColiseumTD ColiseumHamilton ArenaFirstOntario Centre,18800.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Lakefront Arena,8933.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Thomas & Mack Center,18500.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Tacoma Dome,17100.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Hubert H. Humphrey Metrodome,50000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Izod CenterMeadowlands ArenaContinental Airlines ArenaBrendan Byrne Arena,20049.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Reunion Arena,18293.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Joe Louis Arena,20153.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Rutgers Athletic CenterLouis Brown Athletic Center,8500.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Kingdome,59166.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
The SummitLakewood Church Central CampusCompaq Center,16285.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Louisiana SuperdomeCaesars SuperdomeMercedes-Benz Superdome,55675.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
McNichols Sports Arena,17171.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Pontiac SilverdomePontiac Metropolitan Stadium,33000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Hartford Civic CenterXL CenterPeoplesBank Arena,16294.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Market Square Arena,16530.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Richfield Coliseum,20273.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Kemper ArenaHy-Vee ArenaMosaic Arena,16700.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
US Airways ArenaCapital Centre,18756.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Omni Coliseum,16378.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Nassau Coliseum,14890.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Oracle ArenaOakland ArenaThe Arena in OaklandOakland-Alameda County Coliseum,19596.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Hofheinz PavilionFertitta Center,10000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Salt Palace,12686.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Tarrant County Convention Center,16057.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
HemisFair Arena,16057.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
The ForumKia ForumGreat Western Forum,17505.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
The SpectrumWachovia SpectrumFirst Union SpectrumCoreStates Spectrum,18176.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
San Diego Sports ArenaPechanga ArenaValley View Casino CenteriPayOne CenterSan Diego International Sports Center,14500.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Arizona Veterans Memorial Coliseum,14870.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Baltimore Civic CenterCFG Bank ArenaRoyal Farms Arena1st Mariner ArenaBaltimore Arena,11271.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
KeyArena at Seattle CenterClimate Pledge ArenaSeattle Center Coliseum,17072.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Long Beach Arena,13609.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Cobo Arena,12191.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Memorial ColiseumVeterans Memorial Coliseum,12888.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Los Angeles Memorial Sports Arena,16161.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
USFWar Memorial Gymnasium,5300.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Dallas Memorial AuditoriumKay Bailey Hutchison Convention CenterDallas Convention Center,9815.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Long Island ArenaCommack Arena,6000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Moody Coliseum,8998.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Alexander Memorial ColiseumHank McCamish PavilionAlexander Memorial Coliseum at McDonald's Center,9191.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Island Garden,5200.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Lubbock Municipal ColiseumCity Bank Coliseum,11200.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Rochester Community War MemorialBlue Cross Arena at War Memorial,12428.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Omaha Civic Auditorium,9300.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
War Memorial Coliseum,10000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Onondaga War Memorial,6230.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Loyola Field House,6500.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
MECCA ArenaUW–Milwaukee Panther ArenaU.S. Cellular ArenaWisconsin Center ArenaMilwaukee Arena,10783.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Milwaukee ArenaUW–Milwaukee Panther ArenaU.S. Cellular ArenaWisconsin Center ArenaMECCA Arena,10783.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Denver Coliseum,9000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Cincinnati Gardens,11000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Cow Palace,12953.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Buffalo Memorial Auditorium,15280.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Indiana State Fairgrounds ColiseumIndiana Farmers ColiseumFairgrounds ColiseumPepsi Coliseum,10000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Cleveland Arena,10000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Minneapolis Armory,10000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Teaneck Armory,5500.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Kiel Auditorium,9300.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
International Amphitheatre,9000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Maple Leaf Gardens,17000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Municipal Auditorium,12000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Chicago Stadium,18676.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
St. Louis ArenaThe Checkerdome,20000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Boston GardenBoston Madison Square Garden,14890.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Wharton Field House,6000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Minneapolis Auditorium,10000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
State Fair Coliseum,7500.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
North Side High School Gym,3000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Olympia Stadium,15000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Madison Square Garden,16000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
San Francisco Civic AuditoriumBill Graham Civic Auditorium,7000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Boston ArenaMatthews Arena,5900.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Denver Auditorium Arena,6841.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Chicago Coliseum,7000.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Edgerton Park Arena,4200.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
New Orleans PelicansNew Orleans HornetsNew Orleans/Oklahoma City Hornets,2005.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Chicago Stags,1946.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
T-Mobile Arena[p],2023.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Toronto Huskies,1946.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Indianapolis JetsIndianapolis Kautskys,1948.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Indianapolis Olympians,1949.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Detroit Falcons,1946.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
St. Louis Bombers,1946.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Denver Nuggets,1948.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Cleveland Rebels,1946.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Anderson Packers,1949.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Washington Capitols,1946.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Greensboro Coliseum Complex,1967.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Pittsburgh Ironmen,1946.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Waterloo Hawks,1948.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Providence Steamrollers,1946.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Baltimore Bullets,1944.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Sheboygan RedskinsEnzo Jels,1942.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Continental Coliseum,,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
New South Philadelphia Arena,,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
New Irving Arena,,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
New Spurs Arena,,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Team[8],,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Philadelphia Arena,1920.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Team,,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Eagle Auditorium,1200.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Arena,,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Duquesne Gardens,1953.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Civic Arena,1964.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Charleston Civic Center,1965.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Mid-South Coliseum,1966.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Curtis Hixon Hall,1967.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
St. Paul Auditorium,1967.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Tokyo Metropolitan Gymnasium,1990.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Yokohama Arena,1992.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Tokyo Dome,1996.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Palacio de los Deportes,1997.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Saitama Super Arena,2003.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
The O2 Arena,2011.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Bell Centre,2012.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,Montreal,Canada
MTS Centre,2012.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Mexico City Arena,2014.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,Mexico City,Mexico
Canadian Tire Centre,2015.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,Ottawa,Canada
Scotiabank Saddledome,2016.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,Calgary,Canada
Accor Arena,2020.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,Paris,France
ESPN Wide World of Sports Complex[o],2020.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Rogers Place,2022.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,Edmonton,Canada
Uber Arena,2026.0,Basketball,https://en.wikipedia.org/wiki/List_of_NBA_arenas,,
Narendra Modi Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Melbourne Cricket Ground,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Eden Gardens,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Shaheed Veer Narayan Singh International Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Perth Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Adelaide Oval,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Singapore National Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
The Sports Hub Trivandrum,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
JSCA International Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Brabourne Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Shrimant Madhavrao Scindia Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Docklands Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Sydney Cricket Ground,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Assam Cricket Association Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
DY Patil Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Vidarbha Cricket Association Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Barabati Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Saifai International Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Maharashtra Cricket Association Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Eden Park,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
The Gabba,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Maharaja Yadavindra Singh International Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Baroda Cricket Association Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
M. Chinnaswamy Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Barkatullah Khan Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Kardinia Park,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Rajiv Gandhi International Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
M.A. Chidambaram Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Arun Jaitley Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Udaipur International Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Multan Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Galle International Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Mahinda Rajapaksa International Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
R. Premadasa Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Pallekele International Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Sky Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Imran Khan Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Gaddafi Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Wanderers Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Wankhede Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Green Park Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Lord's,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Ispat Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Chandigarh Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Holkar Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
National Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
PCA-IS Bindra Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Niranjan Shah Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
The Oval,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Dr. YS Rajasekhara Reddy ACA–VDCA Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Old Trafford,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,Manchester,England
Sher-e-Bangla Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Central Broward Park,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Salem Cricket Foundation Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
K.D. Singh Babu Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Queen's Park Oval,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Dubai International Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Dehradun International Cricket Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Greenfield Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Carrara Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Khan Shaheb Osman Ali Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Kingsmead Cricket Ground,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Newlands Cricket Ground,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Rose Bowl,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,Pasadena,USA
Edgbaston Cricket Ground,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Sydney Showground Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Sawai Mansingh Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
HPCA Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Zohur Ahmed Chowdhury Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Centurion Park,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
WACA Ground,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
North Sydney Oval,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Tribhuvan University International Cricket Ground,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Queen's Park,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Jinnah Stadium,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
Mangaung Oval,,Cricket,https://en.wikipedia.org/wiki/List_of_cricket_grounds_by_capacity,,
